Municipality,area,Price,sqft,Year,Elevator,Condition,Energial.,number_of_room,hassauna,floor,total_floor
Lauttasaari,56.0,240000,4286,1967,1,3,F2013,2,0,3,5
Vuosaari,42.0,153000,3643,1964,1,1,,2,0,1,3
Munkkiniemi,50.0,238000,4760,1953,1,1,E2007,2,0,5,6
Pohjois-haaga,52.0,252000,4846,1958,0,1,F2013,2,0,1,3
Alppila,52.5,293000,5581,1962,0,1,,2,0,2,8
Etelä-haaga,54.5,295000,5413,1954,1,1,D2007,2,0,3,4
Ullanlinna,41.0,330000,8049,1938,1,2,F2013,2,0,4,4
Mellunmäki,41.5,130000,3133,1975,0,1,E2007,2,0,2,3
Etelä-haaga,45.0,240000,5333,1957,0,1,F2007,2,0,1,3
Sörnäinen,45.0,265000,5889,1935,1,2,E2007,2,0,3,8
Pajamäki,45.5,210000,4615,1959,0,2,G2013,2,0,1,3
Pukinmäki,50.0,192000,3840,1991,0,2,D2007,2,0,2,3
Lauttasaari,52.5,357000,6800,1972,1,1,E2018,2,0,2,4
Kallio,41.4,267000,6449,1928,1,1,E2007,2,0,3,6
Kontula,46.0,139000,3022,1966,1,1,G2013,2,1,4,8
Puotila,47.5,154000,3242,1961,0,2,,2,0,2,3
Ruskeasuokeasuo,50.5,435000,8614,2018,0,1,,2,0,3,7
Vuosaari,51.5,178000,3456,1965,0,1,F2007,2,0,3,3
Roihuvuori,52.0,185000,3558,1957,0,2,E,2,0,1,4
Itäkeskus,58.5,154000,2632,1977,1,1,,2,1,1,5
Kontula,59.5,108000,1815,1967,1,2,G2013,2,0,1,8
Alppila,40.0,284750,7119,1931,1,1,,2,0,2,4
Oulunkylä,46.5,214000,4602,1956,0,2,F2013,2,0,3,4
Vuosaari,55.5,157000,2829,1965,0,1,F2007,2,0,1,4
Ullanlinna,60.0,528000,8800,1962,0,1,,2,0,3,5
Lauttasaari,61.0,280000,4590,1974,1,1,D2007,2,1,6,7
Taka-töölö,35.0,268000,7657,1939,0,1,E2007,2,0,1,3
Kamppi,43.0,364000,8465,1981,1,1,E2013,2,0,2,7
Tapulikaupunki,61.5,152000,2472,1983,0,1,,2,1,2,4
Katajanokka,78.0,540000,6923,1913,0,2,,2,0,2,4
Arabianranta,59.0,301961,5118,2008,1,1,E2007,2,1,3,7
Kallio,48.5,256000,5278,1962,1,2,,2,0,3,8
Pihlajisto,50.5,132000,2614,1975,1,2,D2007,2,0,7,7
Roihuvuori,51.5,190000,3689,1956,0,1,,2,0,2,4
Veräjälaakso,44.0,158000,3591,1997,1,3,E2007,2,0,5,5
Kruununhaka,50.0,340000,6800,1928,1,2,D2018,2,0,4,6
Kamppi,51.0,535000,10490,2005,0,1,,2,1,5,8
Myllypuro,52.0,188000,3615,1966,0,1,,2,0,6,7
Punavuori,60.0,452000,7533,1927,1,2,E2012,2,0,3,6
Tapulikaupunki,61.5,161000,2618,1983,0,1,,2,0,3,4
Töölö,42.0,290000,6905,1938,1,1,,2,0,2,6
Mellunkylä,46.0,168000,3652,2020,1,1,B2018,2,1,1,5
Mellunkylä,46.0,172000,3739,2020,1,1,B2018,2,1,3,5
Mellunkylä,46.0,174000,3783,2020,1,1,B2018,2,1,4,5
Kurkimäki,57.5,190000,3304,1984,0,1,E,2,1,1,4
Itäkeskus,59.0,193000,3271,1964,0,2,F2013,2,0,3,4
Kruununhaka,60.0,415000,6917,1924,1,3,F2013,2,0,4,8
Länsi-pasila,60.5,324500,5364,2012,1,1,C2013,2,1,1,5
Punavuori,63.0,504000,8000,1918,0,1,G2016,2,0,2,4
Myllypuro,70.0,202000,2886,1966,0,1,E2007,2,0,1,3
Oulunkylä,42.0,192000,4571,1906,0,2,C2007,2,0,1,2
Kruununhaka,44.0,365200,8300,1887,0,2,,2,0,4,5
Mellunkylä,46.0,171000,3717,2020,1,1,B2018,2,1,2,5
Etelä-haaga,50.0,239000,4780,1957,1,1,D2007,2,0,1,4
Mellunkylä,50.5,125000,2475,1974,0,2,E2007,2,1,3,3
Viikki,50.5,239000,4733,2004,1,1,D2013,2,1,5,6
Puotinharju,56.0,140000,2500,1964,1,1,D2018,2,0,1,7
Niemenmäki,57.0,275000,4825,1962,1,1,D,2,0,1,5
Etelä-haaga,57.0,278000,4877,1959,0,1,F2007,2,0,2,3
Konala,39.0,120000,3077,1963,0,2,,2,0,3,4
Marjaniemi,46.0,178670,3884,1998,1,1,F2013,2,1,4,5
Maunula,53.7,210000,3911,1953,0,2,F,2,0,3,3
Arabianranta,63.5,332000,5228,2015,1,1,B2018,2,1,2,9
Ullanlinna,42.0,316000,7524,1925,0,2,E2007,2,1,1,5
Ruskeasuo,44.5,206000,4629,1969,1,1,G2013,2,1,2,3
Myllypuro,52.0,160000,3077,1966,1,2,D2007,2,1,6,7
Herttoniemi,52.0,271000,5212,1956,0,1,F2013,2,0,4,4
Hietalahti,74.2,520000,7008,1904,1,3,C2007,2,0,2,5
Mellunkylä,46.0,172000,3739,2020,1,1,B2018,2,1,3,5
Mellunkylä,46.0,174000,3783,2020,1,1,B2018,2,1,4,5
Lauttasaari,46.0,320000,6957,1963,1,1,E2007,2,0,4,4
Kallio,47.0,300000,6383,1928,1,2,D2007,2,0,5,7
Tapanila,51.0,142000,2784,1974,0,2,E2013,2,0,2,3
Viikki,53.5,258000,4822,2014,1,1,A2007,2,1,4,4
Vallila,37.0,238000,6432,1947,0,2,F2013,2,0,4,4
Pajamäki,43.0,205000,4767,1959,1,2,,2,0,5,9
Itäkeskus,44.0,175000,3977,1999,1,1,F2013,2,1,3,3
Munkkivuori,49.0,266000,5429,1958,1,1,F2013,2,0,5,6
Kontula,50.0,100000,2000,1965,1,2,G2013,2,0,6,7
Lauttasaari,50.0,259000,5180,1969,0,1,E2013,2,1,2,3
Kumpula,51.5,315000,6117,2012,1,1,C2013,2,1,3,4
Tapanila,56.0,179000,3196,1967,0,1,D,2,1,3,3
Etelä-haaga,56.0,254000,4536,1955,0,3,G,2,0,1,3
Käpylä,45.0,250000,5556,2003,1,1,C,2,1,5,5
Vanhakaupunki,46.3,260000,5616,1948,0,1,,2,0,4,4
Vuosaari,54.0,335000,6204,2017,1,1,C2013,2,1,7,7
Mellunmäki,55.0,109000,1982,1975,0,1,E2007,2,1,3,3
Kannelmäki,61.0,140000,2295,1977,0,3,F2013,2,0,4,4
Etu-töölö,65.0,492000,7569,1932,1,1,E2013,2,0,1,4
Kamppi,41.0,327777,7995,1961,1,2,E2007,2,0,4,8
Hakaniemi,51.5,350000,6796,1938,1,1,E2007,2,0,7,7
Etelä-haaga,52.0,276000,5308,1960,0,1,F2013,2,0,1,4
Pihlajamäki,55.5,115000,2072,1962,1,1,F2013,2,0,2,8
Kontula,43.5,125000,2874,1964,1,2,F,2,0,6,8
Vuosaari,41.0,156000,3805,1965,1,1,E2007,2,0,2,3
Kuninkaantammi,44.0,222000,5045,2018,0,1,C2013,2,1,2,4
Hakaniemi,53.5,327000,6112,1910,0,1,D,2,0,5,5
Kannelmäki,60.5,235500,3893,1959,0,1,G,2,0,3,3
Etelä-haaga,48.0,274000,5708,1962,0,1,G2013,2,0,3,3
Tapanila,55.5,220000,3964,2011,1,1,B2007,2,1,4,4
Etu-töölö,81.0,395000,4877,1936,1,2,F,2,0,1,7
Kurkimäki,41.4,188000,4541,2019,0,1,C,2,0,1,2
Etu-töölö,44.0,351000,7977,1935,0,1,,2,0,7,7
Taka-töölö,77.0,530000,6883,1936,1,2,C2007,2,0,1,7
Vanha kannelmäki,38.0,154000,4053,1962,0,1,,2,0,3,3
Meilahti,46.0,315000,6848,1939,0,1,G2013,2,0,1,3
Laajasalo,62.0,286107,4615,2009,1,1,C2007,2,1,4,4
Etu-töölö,36.5,333000,9123,2011,1,1,D2013,2,0,3,6
Punavuori,45.5,387000,8505,1964,1,1,F2012,2,1,4,8
Kamppi,86.5,422000,4879,1895,0,1,G2013,2,1,1,4
Myllypuro,43.5,145000,3333,1965,1,1,E2007,2,0,3,5
Tapulikaupunki,49.0,105000,2143,1980,0,3,,2,0,2,4
Punavuori,59.0,550000,9322,1894,1,1,E2007,2,0,4,5
Etu-töölö,72.5,514000,7090,1933,1,2,E2013,2,0,2,4
Lauttasaari,45.5,284000,6242,1954,0,1,F2013,2,0,2,4
Ruskeasuo,35.5,240620,6778,1996,0,1,,2,0,5,5
Suurmetsä,61.0,113000,1852,1974,0,2,F,2,0,4,6
Lauttasaari,60.0,282000,4700,1989,1,2,E2013,2,0,5,5
Malminkartano,65.0,168000,2585,1982,0,1,,2,1,2,4
Kallio,38.5,230000,5974,1962,1,1,,2,0,4,7
Kallio,54.3,251000,4622,1952,1,2,,2,0,3,6
Malmi,55.0,122500,2227,1965,0,2,E,2,0,3,3
Herttoniemi,65.0,250000,3846,1956,0,2,,2,0,2,4
Punavuori,48.0,360000,7500,1906,0,1,,2,0,1,4
Herttoniemi,45.5,242000,5319,1953,0,1,F,2,0,4,4
Kallio,46.0,274000,5957,1938,1,1,F2013,2,0,4,6
Maunula,55.4,150000,2708,1972,1,1,,2,0,4,4
Pohjois-haaga,58.0,228001,3931,1955,1,2,F2018,2,0,1,3
Lehtisaari,37.0,198000,5351,2013,1,1,B2013,2,0,3,4
Kallio,41.5,256133,6172,1954,1,3,F2013,2,0,3,6
Alppila,42.0,250000,5952,1959,0,2,D2007,2,0,3,4
Vallila,44.0,294500,6693,1928,1,1,D2007,2,0,6,6
Kallio,48.5,290000,5979,1927,1,1,,2,0,4,7
Aurinkolahti,49.0,234000,4776,2004,1,1,C2007,2,1,2,7
Herttoniemi,49.0,293500,5990,1957,1,1,F2018,2,0,5,8
Itä-pasila,52.5,225000,4286,1975,1,2,F2007,2,0,3,8
Alppila,54.0,290000,5370,1984,1,1,F,2,0,4,4
Vuosaari,54.5,144000,2642,1966,0,2,D2007,2,0,1,2
Kluuvi,55.5,414000,7459,1908,0,1,B,2,0,5,6
Vuosaari,56.0,278000,4964,2013,1,1,B2018,2,1,4,6
Munkkivuori,58.0,270000,4655,1958,0,2,E2007,2,0,2,3
Patola,59.0,152000,2576,1972,0,2,E2007,2,0,1,3
Pihlajamäki,60.0,137000,2283,1963,0,2,E,2,0,1,4
Lauttasaari,73.5,402000,5469,1939,1,1,F2013,2,0,4,5
Kallio,41.0,250000,6098,1960,1,2,F2013,2,0,8,8
Siltasaari,41.0,305000,7439,1910,1,1,D2009,2,0,1,5
Etu-töölö,41.9,345000,8234,1927,1,1,,2,0,3,7
Kamppi,46.0,290000,6304,1932,1,2,D,2,0,6,7
Mellunmäki,47.5,139000,2926,1974,1,2,E2007,2,0,4,5
Käpylä,49.0,276560,5644,1952,0,2,E2007,2,0,2,3
Kontula,50.0,87000,1740,1965,1,2,G2013,2,0,2,7
Hakaniemi,50.4,325129,6451,1940,1,2,E2013,2,0,4,7
Etu-töölö,55.0,361000,6564,1928,1,3,F2013,2,0,2,6
Taka-töölö,74.0,465000,6284,1929,1,1,F2007,2,0,6,6
Munkkiniemi,80.0,480000,6000,1936,1,1,,2,0,4,5
Sörnäinen,33.0,239000,7242,1937,1,1,E2007,2,0,3,7
Punavuori,48.6,387000,7963,1910,0,1,E2013,1,0,2,4
Pihlajisto,52.8,134000,2538,1974,1,1,D2007,2,0,3,4
Kallio,56.5,285000,5044,1984,1,2,E2013,2,0,3,8
Vuosaari,57.0,145000,2544,1972,1,2,E2007,2,1,8,8
Oulunkylä,39.0,175500,4500,1955,0,1,F2013,2,0,4,4
Vallila,40.0,233000,5825,1925,0,1,,2,0,4,4
Kannelmäki,43.0,175500,4081,1960,0,2,E2007,2,0,3,4
Kulosaari,48.0,306270,6381,1961,0,1,,2,1,3,4
Länsi-pasila,60.5,365000,6033,2012,1,1,C2013,2,0,5,5
Siltamäki,63.5,98000,1543,1974,0,2,G2013,2,1,2,2
Munkkivuori,41.0,178000,4341,1958,1,1,D2018,2,0,3,8
Pohjois-haaga,43.5,225037,5173,1953,0,1,E2007,2,0,3,3
Kamppi,45.0,378000,8400,1989,1,1,,2,0,2,6
Pitäjänmäki,49.0,228000,4653,1958,0,1,D2007,2,0,1,4
Malmi,57.5,183000,3183,1985,0,1,D2007,2,1,4,5
Kamppi,37.0,273000,7378,1929,1,1,G2013,2,0,4,5
Ullanlinna,39.0,360000,9231,1961,1,1,G2014,2,0,1,4
Meilahti,42.0,285000,6786,1946,0,1,G2013,2,0,2,4
Kontula,44.0,132000,3000,1964,1,1,F2007,2,0,7,8
Oulunkylä,50.0,201050,4021,1955,1,1,D,2,0,1,4
Etelä-haaga,52.5,245000,4667,1959,0,1,,2,0,1,4
Jakomäki,58.5,123000,2103,1980,0,2,C2007,2,1,3,3
Aurinkolahti,62.5,267000,4272,2005,1,1,E2007,2,1,3,6
Kamppi,94.5,648500,6862,1911,1,1,,2,0,4,3
Punavuori,41.8,293000,7010,1936,1,1,G2007,2,0,4,4
Tali,56.0,216552,3867,1998,0,2,F2018,2,1,1,4
Puotinharju,60.5,160000,2645,1965,1,2,F2018,2,0,1,8
Kallio,61.0,326000,5344,1986,1,2,,2,1,7,7
Punavuori,82.0,582000,7098,1929,1,2,D2018,2,0,4,5
Etelä-haaga,47.0,232000,4936,1963,0,1,E2007,2,0,1,3
Oulunkylä,50.5,238000,4713,1964,0,2,F2007,2,0,1,3
Oulunkylä,52.5,231000,4400,1972,0,2,F2007,2,0,2,3
Maunula,55.2,149000,2699,1972,1,1,E2013,2,0,3,4
Kallio,36.0,223000,6194,1937,1,1,,2,0,3,5
Kurkimäki,41.4,188000,4541,2019,0,1,C,2,0,1,2
Sörnäinen,43.0,223000,5186,1961,1,1,,2,0,5,6
Vuosaari,47.5,138000,2905,1965,0,1,F2013,2,0,1,3
Hietalahti,75.0,485000,6467,1925,0,1,D2007,2,0,2,6
Etu-töölö,77.0,620500,8058,1928,1,1,F2013,2,0,6,6
Punavuori,80.5,670000,8323,2012,1,1,E2003,2,1,6,7
Veräjälaakso,49.0,216000,4408,1999,1,1,,2,1,3,6
Yliskylä,51.5,265000,5146,2002,1,1,D2007,2,1,3,4
Punavuori,53.0,430000,8113,1928,1,1,G2013,2,0,2,5
Kannelmäki,53.5,150250,2808,1981,1,3,F2007,2,1,4,6
Munkkiniemi,60.0,383000,6383,1938,1,1,E2018,2,0,6,6
Punavuori,65.0,543000,8354,1914,0,1,,2,0,5,5
Pajamäki,55.9,200000,3578,1960,0,2,F2018,2,0,1,4
Tapanila,49.0,151000,3082,1971,0,2,F2013,2,0,3,3
Etelä-haaga,46.0,193000,4196,1962,0,2,E2007,2,0,1,3
Kamppi,31.0,238317,7688,1961,1,1,E2007,2,0,3,7
Kruununhaka,37.5,291000,7760,1958,1,1,E2013,2,0,7,8
Aurinkolahti,46.0,253000,5500,2011,1,1,D,2,1,2,5
Kamppi,54.0,389000,7204,1936,1,1,F2015,2,0,5,6
Latokartano,58.5,226220,3867,2013,1,1,D2018,2,0,4,6
Kontula,59.5,98000,1647,1967,1,3,G2013,2,0,6,8
Vallila,40.0,258000,6450,1925,0,1,E2007,2,1,2,3
Punavuori,41.0,360000,8780,1971,1,1,G,2,0,3,7
Taka-töölö,45.0,268500,5967,1954,1,1,F2007,2,0,2,8
Käpylä,46.0,270000,5870,1952,0,1,E2007,2,0,2,3
Lauttasaari,54.5,350000,6422,1957,1,1,,2,0,2,5
Myllypuro,58.0,187000,3224,1987,0,1,E2007,2,0,3,3
Kurkimäki,41.4,188000,4541,2019,0,1,C,2,0,2,2
Ullanlinna,52.0,500000,9615,1902,0,1,,2,0,2,3
Kivihaka,44.0,220000,5000,1961,0,1,E2007,2,0,4,4
Etu-töölö,47.5,426600,8981,1915,1,1,D2007,2,0,3,6
Lauttasaari,48.0,318000,6625,1955,0,1,E2007,2,0,2,4
Kruununhaka,56.5,382502,6770,1892,1,2,G2013,2,0,3,6
Kallio,50.0,248473,4969,1959,1,2,F2013,2,0,4,8
Kalasatama,37.0,278000,7514,2013,1,1,,2,1,3,6
Alppila,39.0,242000,6205,1942,1,2,E2007,2,0,1,4
Punavuori,44.0,311000,7068,1971,1,1,E2007,2,0,2,5
Pihlajamäki,47.0,145000,3085,1977,1,1,E2007,2,0,2,5
Herttoniemi,47.0,155000,3298,1956,0,2,G2013,2,0,2,3
Mellunmäki,47.5,145000,3053,1969,0,1,E2007,2,0,2,3
Hakaniemi,50.0,341100,6822,1923,1,1,,2,0,5,7
Oulunkylä,51.0,169000,3314,1964,0,1,G2013,2,0,2,3
Etelä-haaga,52.0,258000,4962,1960,0,1,F2013,2,0,2,3
Tapaninvainio,53.5,169000,3159,1982,0,2,E2007,2,1,1,3
Oulunkylä,37.0,184000,4973,1956,0,1,F2013,2,0,1,4
Etelä-haaga,37.0,212000,5730,1967,1,1,E2007,2,0,1,4
Arabianranta,41.0,290000,7073,2015,1,1,C2007,2,1,5,11
Taka-töölö,50.0,276000,5520,1938,1,1,,2,0,2,6
Tapanila,54.0,185000,3426,1986,0,1,,2,1,1,3
Vallila,54.0,267000,4944,1928,0,1,F2013,2,0,3,5
Töölö,62.0,315000,5081,1927,1,2,D2007,2,0,5,7
Kallio,75.5,435000,5762,1962,1,1,,2,0,5,7
Ullanlinna,30.0,270000,9000,1964,1,2,D2007,2,0,6,6
Meilahti,39.0,221000,5667,1953,0,2,D2007,2,0,1,4
Hietalahti,41.0,322000,7854,1913,0,1,D2007,2,0,4,4
Kallio,45.5,265000,5824,1968,0,1,,2,1,4,6
Harju,46.5,340000,7312,1928,1,1,,2,0,6,6
Yliskylä,52.0,175000,3365,1974,0,1,E2007,2,0,2,3
Harju,52.0,335000,6442,1926,1,1,,2,0,3,5
Mellunmäki,55.0,115000,2091,1968,0,2,E2007,2,1,2,3
Kamppi,76.5,411000,5373,1939,1,2,F2013,2,0,4,5
Alppila,43.0,257000,5977,1942,0,1,G2013,2,0,4,5
Etelä-haaga,45.0,240000,5333,1959,0,1,F,2,0,3,4
Herttoniemi,48.7,250000,5133,1954,0,1,D2007,2,0,2,4
Alppila,50.0,274000,5480,1941,0,2,E,2,0,2,4
Herttoniemi,58.3,269000,4614,1953,0,1,D2007,2,0,3,4
Itä pakila,55.0,147000,2673,1971,0,2,,2,1,1,3
Kuninkaantammi,44.0,243000,5523,2018,0,1,C2013,2,1,4,4
Toukola,49.0,250000,5102,1962,0,1,F2013,2,0,1,3
Aurinkolahti,50.0,270000,5400,2006,1,1,D,2,1,4,5
Roihuvuori,51.0,227500,4461,2017,1,1,C,2,0,1,5
Ullanlinna,53.5,459000,8579,1906,0,1,E2013,2,0,2,3
Kurkimäki,41.4,188000,4541,2019,0,1,C,2,0,2,2
Tapanila,51.0,168000,3294,1969,0,1,F2013,2,0,3,3
Malminkartano,60.0,174000,2900,1986,0,1,E2018,2,1,3,4
Konala,44.0,160000,3636,1962,1,1,,2,0,1,5
Kivihaka,55.0,228141,4148,1962,1,2,E2007,2,0,1,3
Lauttasaari,61.0,275000,4508,1973,1,1,,2,0,1,9
Munkkiniemi,46.0,320000,6957,1950,1,1,,2,0,4,6
Kannelmäki,48.0,185616,3867,2000,1,1,F,2,1,4,5
Etelä-haaga,52.0,235000,4519,1956,0,2,E2018,2,0,3,3
Lauttasaari,55.0,261000,4745,1965,0,1,F2013,2,0,1,3
Vallila,60.0,330000,5500,1925,0,1,E2007,2,0,1,4
Kallio,57.0,236000,4140,1972,1,1,,2,1,5,6
Punavuori,60.0,420000,7000,1927,0,1,,2,0,6,6
Kallio,42.0,185000,4405,1962,1,2,,2,0,3,8
Punavuori,42.0,333000,7929,1956,1,2,F2013,2,0,6,6
Maunula,60.5,198000,3273,1963,0,1,D2007,2,0,4,4
Etu-töölö,40.3,320000,7940,1926,1,1,F2013,2,0,6,6
Alppila,43.0,278000,6465,1960,0,1,,2,0,4,4
Pihlajamäki,46.0,147200,3200,1964,1,2,E2007,2,0,6,8
Pajamäki,47.5,239000,5032,1959,1,1,F2013,2,0,8,8
Malminkartano,53.0,148000,2792,1983,0,1,D2007,2,0,4,4
Lauttasaari,55.0,283000,5145,1965,0,1,F2013,2,0,1,3
Pukinmäki,48.0,120730,2515,1972,0,2,E2013,2,0,3,3
Katajanokka,52.0,387000,7442,2008,1,2,C2007,2,1,5,6
Myllypuro,62.0,148000,2387,1965,1,2,E,2,0,1,5
Oulunkylä,42.0,160000,3810,1967,0,1,E2007,2,0,1,3
Vesala,60.0,130000,2167,1988,0,2,E2007,2,1,2,3
Ullanlinna,44.0,406100,9230,1938,0,2,,2,0,5,6
Kallio,48.5,339511,7000,1963,0,1,,2,1,3,7
Kannelmäki,55.5,146000,2631,1973,1,2,D2007,2,1,3,5
Kurkimäki,57.5,135000,2348,1984,0,2,E,2,1,1,4
Etu-töölö,59.0,419000,7102,1928,1,2,F2013,2,0,7,7
Ruoholahti,61.5,291753,4744,1995,1,2,,2,1,4,5
Vuosaari,50.8,176000,3465,1964,1,1,,2,0,3,5
Tapanila,58.5,202000,3453,2004,1,1,E2007,2,1,2,5
Ullanlinna,44.0,380000,8636,1911,1,1,G2014,2,0,4,5
Katajanokka,47.0,235000,5000,1982,1,2,G2013,2,0,1,3
Kallio,72.6,477000,6570,1928,1,1,D2013,2,0,3,8
Kallio,42.0,224000,5333,1963,1,1,,2,0,6,7
Lauttasaari,42.5,293000,6894,1955,0,1,E2007,2,0,2,4
Lauttasaari,48.5,246000,5072,1974,1,2,D2007,2,0,6,9
Munkkiniemi,56.0,365000,6518,1938,0,1,,2,0,8,8
Etu-töölö,74.0,487000,6581,1926,1,2,C2007,2,0,3,6
Kamppi,40.5,324000,8000,1895,0,1,G2013,2,0,4,4
Hietalahti,35.5,249000,7014,1939,1,1,F2013,2,0,4,5
Vallila,54.5,290000,5321,1954,0,1,F2013,2,0,3,3
Taka-töölö,40.0,278000,6950,1939,1,1,E2007,2,0,3,6
Pohjois-haaga,47.0,206000,4383,1956,1,2,E2007,2,0,2,10
Etu-töölö,69.1,498000,7207,1912,1,1,,2,0,4,5
Taka-töölö,33.5,242000,7224,1936,1,1,E2015,2,0,4,7
Kaartinkaupunki,50.0,437000,8740,1910,1,1,D2007,2,0,2,4
Lauttasaari,52.0,315000,6058,1954,0,1,,2,0,2,4
Lauttasaari,53.5,296000,5533,1954,0,2,E2007,2,0,4,4
Taka-töölö,39.0,240000,6154,1937,1,1,E,2,0,1,6
Kamppi,43.3,381000,8799,1929,1,1,G2013,1,0,4,8
Munkkivuori,49.8,220000,4418,1957,0,2,G2013,2,0,2,5
Aurinkolahti,56.0,270000,4821,2004,1,1,E2007,2,1,4,4
Taka-töölö,60.0,363000,6050,1937,1,1,F,2,0,1,6
Munkkiniemi,41.0,209000,5098,1959,1,2,F2007,2,0,4,4
Kallio,45.0,269000,5978,1926,1,1,D2007,2,0,6,7
Pohjois-haaga,52.0,235000,4519,1955,1,1,E2007,2,0,1,7
Puotila,56.0,165000,2946,1961,0,2,F2007,2,0,3,3
Lauttasaari,64.5,380000,5891,2004,1,1,C2013,2,1,3,9
Tapanila,55.0,207000,3764,1967,0,1,E2013,2,1,3,3
Sörnäinen,55.0,226000,4109,1964,1,1,E2007,2,0,6,6
Alppila,61.0,325000,5328,1947,1,2,D2007,2,0,3,5
Punavuori,41.5,320000,7711,1961,0,1,,2,0,2,8
Munkkivuori,46.5,196000,4215,1958,1,1,D2018,2,0,3,3
Alppila,47.0,285000,6064,1956,0,1,F2007,2,0,2,4
Meilahti,50.0,330000,6600,1941,0,1,F,2,0,1,3
Vuosaari,53.0,145000,2736,1965,0,2,F2007,2,0,2,3
Taka-töölö,36.0,285000,7917,1942,0,1,D2007,2,0,3,3
Vallila,50.0,303000,6060,1929,1,1,,1,0,5,5
Etu-töölö,52.0,371600,7146,1928,1,1,F,2,0,1,6
Kulosaari,54.0,260500,4824,1959,0,2,F,2,1,3,3
Munkkiniemi,55.8,330000,5914,1956,1,1,D,2,0,3,4
Taka-töölö,62.0,367000,5919,1938,1,1,F2014,2,0,3,7
Kallio,35.0,249421,7126,1963,0,1,,2,1,5,6
Alppila,36.0,252000,7000,1961,1,2,,2,0,4,4
Lassila,41.0,166000,4049,1977,1,1,F2013,2,0,3,5
Toukola,41.3,230000,5569,1946,1,2,,2,0,4,4
Tapanila,50.5,182100,3606,1990,0,1,,2,1,3,3
Kivikko,54.5,185000,3394,2003,1,1,D,2,1,3,4
Taka-töölö,55.0,308000,5600,1937,1,2,E2007,2,0,3,6
Herttoniemi,46.2,252000,5455,1953,0,1,D,2,1,1,4
Itäkeskus,47.5,140000,2947,1977,1,2,D2007,2,0,3,3
Lauttasaari,50.5,310000,6139,1974,1,1,E2013,2,0,7,7
Pukinmäki,53.5,150000,2804,1985,1,3,,2,0,3,5
Veräjämäki,53.5,198000,3701,1978,0,2,E2007,2,0,2,2
Hermanni,62.0,370000,5968,2014,1,1,,2,1,4,7
Munkkiniemi,72.5,461752,6369,1938,1,1,,2,0,6,6
Kannelmäki,40.0,162000,4050,1958,0,2,G2013,2,0,1,4
Ullanlinna,43.5,327000,7517,1961,1,2,F2013,2,0,3,8
Mellunmäki,48.0,140000,2917,1974,1,2,E2007,2,0,4,9
Kamppi,49.5,389000,7859,1936,1,1,F2015,2,0,4,6
Pajamäki,53.8,225000,4182,1960,0,1,F2018,2,0,3,4
Katajanokka,72.0,471000,6542,1913,0,1,D2007,2,0,1,4
Lauttasaari,38.0,215000,5658,1963,1,2,,2,0,4,5
Munkkiniemi,44.5,302000,6787,1938,1,1,E2007,2,0,2,5
Pasila,46.0,197000,4283,1975,1,1,F2007,2,1,7,8
Kontula,47.0,100000,2128,1967,1,1,G,2,0,4,8
Töölö,55.0,313000,5691,1937,1,2,E2013,2,0,3,7
Länsi-pasila,58.5,245000,4188,1985,0,2,,2,1,5,6
Vuosaari,53.5,155000,2897,1965,1,1,F2013,2,1,1,3
Arabianranta,58.0,325000,5603,2001,1,1,,2,1,2,6
Malmi,59.0,185000,3136,1989,0,2,F2013,2,1,2,2
Ruskeasuo,59.0,280000,4746,1955,0,3,G2013,2,0,1,3
Pitäjänmäki,64.5,179500,2783,1973,1,1,,2,1,5,6
Etu-töölö,78.0,560000,7179,1913,1,1,F2013,2,0,3,5
Kontula,43.5,145000,3333,1964,1,1,F,2,0,3,8
Etu-töölö,47.0,320000,6809,1936,0,1,,1,0,2,4
Vuosaari,53.5,159000,2972,1965,1,1,E2007,2,0,4,5
Alppila,54.0,300000,5556,1959,1,1,G2013,2,0,2,6
Malminkartano,60.5,153000,2529,1986,1,2,,2,1,4,4
Sörnäinen,45.4,260000,5727,1961,1,2,F2013,2,0,2,8
Puotila,47.5,178050,3748,1961,0,1,,2,0,2,3
Kannelmäki,60.5,169000,2793,1977,0,1,F2013,2,1,3,4
Kallio,39.0,260000,6667,1957,1,2,D2007,2,0,6,9
Itäkeskus,43.0,168000,3907,1984,1,2,D2007,2,0,2,4
Pohjois-haaga,52.0,218000,4192,1959,0,2,F2007,2,1,3,4
Munkkiniemi,64.0,415000,6484,1937,1,1,D2007,2,0,3,6
Taka-töölö,50.0,323000,6460,1938,1,2,F2013,2,0,5,6
Pukinmäki,52.5,170000,3238,1985,1,2,,2,0,3,4
Pajamäki,52.5,231000,4400,1958,0,1,E2007,2,0,4,4
Patola,49.0,130000,2653,1975,0,2,E2007,2,0,3,3
Aurinkolahti,59.0,280000,4746,2005,1,1,E2007,2,1,4,6
Punavuori,55.8,462000,8280,1906,0,1,F2014,2,0,1,4
Meri-rastila,57.0,144000,2526,1991,0,1,E,2,0,2,3
Arabianranta,41.5,240000,5783,2008,1,1,E2013,2,0,1,8
Kallio,42.0,290000,6905,1960,1,2,,2,0,6,8
Ruskeasuo,44.0,290000,6591,1996,0,2,,2,0,1,3
Kallio,45.9,330000,7190,1912,1,2,E2007,2,0,4,6
Kivihaka,51.5,208000,4039,1962,0,1,E2013,2,0,2,4
